Id,Domicilio,Transporte,TarjetasCredito,Edad,Sexo,Sueldo
22115,LimaModerna1,AUTOMOVIL,3,44,M,18560
22116,LimaNorte,AUTOMOVIL,4,33,M,4473
22117,LimaModerna1,CAMIONETA RURAL,5,54,M,24893
22118,LimaModerna1,CAMIONETA RURAL,4,77,M,1932
22119,LimaModerna1,CAMIONETA RURAL,2,45,M,24566
22120,LimaNorte,CAMIONETA RURAL,1,39,F,3665
22121,LimaCentro,AUTOMOVIL,4,51,F,2698
22122,LimaModerna1,AUTOMOVIL,3,49,M,16013
22123,LimaModerna1,AUTOMOVIL,3,79,M,4027
22124,LimaModerna1,AUTOMOVIL,2,53,F,6200
22125,LimaModerna1,AUTOMOVIL,2,46,M,6033
22126,LimaModerna1,AUTOMOVIL,2,35,M,2588
22127,LimaModerna1,AUTOMOVIL,4,61,M,3792
22128,LimaSur,AUTOMOVIL,1,36,M,7359
22129,LimaModerna1,AUTOMOVIL,2,40,F,3684
22130,LimaModerna1,AUTOMOVIL,6,32,M,5218
22131,LimaModerna1,CAMIONETA RURAL,2,66,M,3110
22132,LimaModerna1,CAMIONETA RURAL,2,66,M,3110
22133,LimaModerna1,CAMIONETA RURAL,1,59,M,7192
22134,LimaSur,AUTOMOVIL,7,36,M,4358
22135,LimaEste,AUTOMOVIL,1,38,M,1453
22136,LimaEste,AUTOMOVIL,1,32,M,930
22137,LimaEste,AUTOMOVIL,3,29,F,11184
22138,LimaEste,AUTOMOVIL,3,27,M,2171
22139,Callao,AUTOMOVIL,2,26,F,2800
22140,LimaModerna1,AUTOMOVIL,1,40,M,1833
22141,LimaModerna1,AUTOMOVIL,4,52,M,52070
22142,LimaSur,AUTOMOVIL,1,31,F,3650
22143,LimaSur,AUTOMOVIL,4,36,F,7221
22144,LimaSur,AUTOMOVIL,7,63,M,3384
22145,LimaSur,AUTOMOVIL,1,33,M,10559
22146,LimaSur,AUTOMOVIL,3,40,M,3318
22147,LimaSur,AUTOMOVIL,2,43,M,10824
22148,Callao,AUTOMOVIL,3,38,F,5500
22149,Callao,AUTOMOVIL,5,45,M,1023
22150,Callao,AUTOMOVIL,1,35,M,7149
22151,Callao,AUTOMOVIL,2,38,M,4976
22152,LimaModerna1,AUTOMOVIL,1,36,M,9527
22153,LimaModerna1,AUTOMOVIL,4,57,M,4589
22154,LimaModerna1,AUTOMOVIL,1,58,M,3345
22155,LimaEste,AUTOMOVIL,4,57,M,930
22156,LimaEste,AUTOMOVIL,2,48,M,4000
22157,LimaModerna1,AUTOMOVIL,1,36,M,1457
22158,LimaCentro,AUTOMOVIL,2,31,F,4457
22159,LimaCentro,AUTOMOVIL,4,32,M,11367
22160,LimaCentro,AUTOMOVIL,1,67,F,11471
22161,LimaModerna1,AUTOMOVIL,1,36,F,11892
22162,LimaModerna1,AUTOMOVIL,3,43,M,2585
22163,LimaModerna1,AUTOMOVIL,2,51,M,26211
22164,LimaModerna1,AUTOMOVIL,1,46,F,8000
22165,LimaModerna1,AUTOMOVIL,2,47,F,22290
22166,LimaModerna1,CAMIONETA RURAL,3,34,F,8653
22167,LimaModerna1,CAMIONETA RURAL,3,34,F,8653
22168,LimaModerna1,CAMIONETA RURAL,5,55,F,8142
22169,LimaModerna1,CAMIONETA RURAL,5,52,F,1083
22170,LimaModerna1,CAMIONETA RURAL,2,41,M,4457
22171,LimaModerna1,CAMIONETA RURAL,4,71,M,1668
22172,LimaModerna1,CAMIONETA RURAL,4,71,M,1668
22173,LimaModerna1,CAMIONETA RURAL,2,31,M,2900
22174,LimaEste,AUTOMOVIL,1,40,M,2363
22175,LimaModerna1,CAMIONETA RURAL,3,47,M,3500
22176,LimaModerna1,CAMIONETA RURAL,3,54,M,8458
22177,LimaModerna1,CAMIONETA RURAL,4,34,M,8826
22178,LimaModerna1,CAMIONETA RURAL,3,36,F,6144
22179,LimaEste,AUTOMOVIL,4,56,M,2108
22180,LimaEste,AUTOMOVIL,4,45,M,5000
22181,Callao,AUTOMOVIL,3,47,F,15093
22182,LimaModerna1,CAMIONETA RURAL,6,54,F,1434
22183,LimaModerna1,CAMIONETA RURAL,2,31,M,12927
22184,LimaModerna1,CAMIONETA RURAL,4,46,M,9363
22185,LimaModerna1,CAMIONETA RURAL,2,41,M,9970
22186,LimaModerna1,CAMIONETA RURAL,2,39,F,1593
22187,LimaModerna1,CAMIONETA RURAL,1,66,F,1073
22188,LimaModerna1,CAMIONETA RURAL,2,39,M,18593
22189,LimaModerna2,AUTOMOVIL,1,47,F,1356
22190,LimaModerna2,CAMIONETA RURAL,3,69,M,1311
22191,LimaModerna2,CAMIONETA RURAL,2,48,F,6043
22192,LimaModerna1,AUTOMOVIL,4,60,M,20758
22193,LimaModerna1,AUTOMOVIL,4,39,M,15026
22194,LimaModerna1,AUTOMOVIL,2,27,F,3456
22195,LimaModerna1,AUTOMOVIL,1,42,F,21187
22196,LimaModerna1,CAMIONETA RURAL,3,36,F,22484
22197,LimaModerna1,CAMIONETA RURAL,4,37,F,14100
22198,LimaModerna1,CAMIONETA RURAL,4,47,M,22257
22199,LimaModerna1,CAMIONETA RURAL,5,49,M,8950
22200,LimaModerna1,CAMIONETA RURAL,4,39,M,10000
22201,LimaSur,AUTOMOVIL,2,38,M,11852
22202,LimaModerna2,AUTOMOVIL,3,58,F,2005
22203,LimaModerna2,AUTOMOVIL,3,51,M,28978
22204,LimaSur,AUTOMOVIL,2,36,F,1924
22205,LimaSur,AUTOMOVIL,1,47,M,7868
22206,LimaSur,AUTOMOVIL,2,46,M,6889
22207,LimaSur,AUTOMOVIL,2,22,F,1256
22208,LimaModerna1,STATION WAGON,2,51,M,2789
22209,LimaModerna1,STATION WAGON,3,48,M,4831
22210,LimaModerna1,AUTOMOVIL,1,43,F,16158
22211,LimaModerna1,AUTOMOVIL,3,31,F,3500
22212,LimaModerna1,AUTOMOVIL,2,31,M,15473
22213,LimaModerna1,AUTOMOVIL,3,31,M,4242
22214,LimaModerna1,AUTOMOVIL,5,65,M,8914
22215,LimaModerna1,AUTOMOVIL,1,43,M,26093
22216,LimaModerna1,AUTOMOVIL,3,28,M,15602
22217,LimaModerna1,AUTOMOVIL,5,65,M,8914
22218,Callao,AUTOMOVIL,4,28,F,4000
22219,LimaSur,CAMIONETA PICK UP,4,54,F,3485
22220,LimaCentro,AUTOMOVIL,1,62,M,2715
22221,LimaCentro,AUTOMOVIL,2,62,M,10047
22222,LimaNorte,AUTOMOVIL,3,51,M,1365
22223,LimaNorte,AUTOMOVIL,2,31,M,9093
22224,LimaNorte,AUTOMOVIL,2,44,M,3593
22225,LimaNorte,AUTOMOVIL,3,41,M,22593
22226,LimaModerna1,CAMIONETA RURAL,1,39,M,14093
22227,LimaModerna1,CAMIONETA RURAL,3,52,M,2167
22228,LimaModerna1,CAMIONETA RURAL,1,32,F,930
22229,LimaModerna1,CAMIONETA RURAL,4,44,M,12684
22230,LimaModerna1,CAMIONETA RURAL,2,43,F,13801
22231,LimaModerna1,CAMIONETA RURAL,2,48,M,18742
22232,LimaModerna1,CAMIONETA RURAL,1,44,M,13904
22233,LimaModerna1,CAMIONETA RURAL,3,50,F,8459
22234,LimaModerna1,CAMIONETA RURAL,3,47,M,9706
22235,LimaModerna1,CAMIONETA RURAL,1,46,F,6100
22236,LimaModerna1,CAMIONETA RURAL,2,49,F,4018
22237,LimaNorte,CAMIONETA RURAL,3,75,M,3107
22238,LimaNorte,CAMIONETA RURAL,4,71,M,7879
22239,LimaModerna1,AUTOMOVIL,3,30,M,11927
22240,LimaModerna1,AUTOMOVIL,1,52,M,1023
22241,LimaCentro,AUTOMOVIL,1,44,M,5350
22242,LimaCentro,AUTOMOVIL,1,44,M,5350
22243,LimaModerna1,AUTOMOVIL,2,41,F,6300
22244,LimaModerna1,AUTOMOVIL,1,30,M,3008
22245,LimaModerna1,AUTOMOVIL,1,41,M,29000
22246,LimaModerna1,AUTOMOVIL,2,41,M,33561
22247,LimaModerna1,AUTOMOVIL,4,43,M,36115
22248,LimaModerna1,AUTOMOVIL,2,30,F,7206
22249,LimaModerna1,AUTOMOVIL,2,29,M,15360
22250,LimaModerna1,AUTOMOVIL,3,71,M,7226
22251,LimaModerna1,AUTOMOVIL,7,38,M,10538
22252,LimaModerna1,CAMIONETA RURAL,4,41,M,4206
22253,LimaModerna1,CAMIONETA RURAL,2,62,M,4306
22254,LimaSur,AUTOMOVIL,1,43,M,2200
22255,LimaEste,AUTOMOVIL,6,64,M,13050
22256,LimaEste,AUTOMOVIL,3,34,M,4500
22257,LimaEste,AUTOMOVIL,6,64,M,13050
22258,LimaEste,AUTOMOVIL,1,66,F,4279
22259,LimaEste,AUTOMOVIL,2,31,M,11770
22260,Callao,AUTOMOVIL,3,59,F,2273
22261,LimaModerna1,AUTOMOVIL,3,51,M,6914
22262,LimaModerna1,AUTOMOVIL,1,33,M,13023
22263,LimaModerna1,AUTOMOVIL,1,33,M,13023
22264,LimaSur,AUTOMOVIL,4,36,F,1023
22265,Callao,AUTOMOVIL,1,64,M,14150
22266,Callao,AUTOMOVIL,3,45,M,24928
22267,Callao,CAMIONETA RURAL,1,55,M,11000
22268,LimaModerna1,AUTOMOVIL,4,52,M,7708
22269,LimaModerna1,AUTOMOVIL,4,52,M,7708
22270,LimaModerna1,AUTOMOVIL,2,70,F,12000
22271,LimaModerna1,AUTOMOVIL,3,40,M,62411
22272,LimaEste,AUTOMOVIL,4,38,M,3500
22273,LimaEste,AUTOMOVIL,2,67,M,12112
22274,LimaModerna1,AUTOMOVIL,4,43,M,8992
22275,LimaModerna1,AUTOMOVIL,3,35,F,4410
22276,LimaCentro,AUTOMOVIL,1,27,M,5702
22277,LimaCentro,AUTOMOVIL,2,49,M,8153
22278,LimaModerna1,AUTOMOVIL,3,36,M,1777
22279,LimaModerna1,AUTOMOVIL,3,70,M,3778
22280,LimaModerna1,AUTOMOVIL,1,62,M,5457
22281,LimaModerna1,AUTOMOVIL,4,64,M,1672
22282,LimaModerna1,AUTOMOVIL,4,53,M,21000
22283,LimaModerna1,CAMIONETA RURAL,3,53,M,7493
22284,LimaEste,AUTOMOVIL,2,70,M,7179
22285,LimaEste,AUTOMOVIL,2,70,M,7179
22286,LimaEste,AUTOMOVIL,4,49,M,5593
22287,LimaModerna1,CAMIONETA RURAL,4,58,M,7296
22288,LimaModerna1,CAMIONETA RURAL,4,58,M,7296
22289,LimaModerna1,CAMIONETA RURAL,2,58,M,182370
22290,LimaModerna1,CAMIONETA RURAL,3,52,F,9000
22291,LimaModerna1,CAMIONETA RURAL,6,43,F,6709
22292,LimaModerna1,AUTOMOVIL,1,27,M,5100
22293,LimaModerna1,AUTOMOVIL,2,59,M,13426
22294,LimaModerna1,AUTOMOVIL,3,66,M,2443
22295,LimaEste,CAMIONETA RURAL,3,35,M,7020
22296,LimaEste,CAMIONETA RURAL,3,65,M,7200
22297,LimaEste,CAMIONETA RURAL,3,37,F,1125
22298,LimaEste,CAMIONETA RURAL,2,26,M,2520
22299,LimaEste,STATION WAGON,2,62,F,15000
22300,LimaEste,STATION WAGON,1,47,M,930
22301,LimaEste,STATION WAGON,1,44,M,1200
22302,LimaEste,STATION WAGON,1,52,M,930
22303,LimaEste,AUTOMOVIL,5,40,M,4000
22304,LimaEste,AUTOMOVIL,4,67,M,857
22305,Callao,AUTOMOVIL,3,50,M,4291
22306,LimaModerna1,CAMIONETA RURAL,4,44,M,161661
22307,LimaModerna1,CAMIONETA RURAL,5,55,M,8091
22308,LimaModerna1,CAMIONETA RURAL,2,50,M,14618
22309,LimaModerna1,CAMIONETA RURAL,3,41,F,28305
22310,LimaModerna1,CAMIONETA RURAL,4,49,F,19172
22311,LimaModerna1,CAMIONETA RURAL,6,60,M,1508
22312,LimaModerna1,CAMIONETA RURAL,4,37,M,1500
22313,LimaModerna1,CAMIONETA RURAL,4,56,M,9837
22314,LimaModerna1,CAMIONETA RURAL,4,33,M,8093
22315,LimaModerna1,CAMIONETA RURAL,3,46,F,8700
22316,LimaModerna1,CAMIONETA RURAL,3,39,M,4127
22317,LimaModerna1,CAMIONETA RURAL,4,39,M,7093
22318,LimaModerna2,AUTOMOVIL,1,55,M,5300
22319,LimaModerna2,AUTOMOVIL,1,44,M,8360
22320,LimaModerna2,CAMIONETA RURAL,1,44,F,2036
22321,LimaModerna2,CAMIONETA RURAL,2,61,M,1000
22322,LimaSur,CAMIONETA RURAL,2,55,M,1023
22323,LimaSur,CAMIONETA RURAL,1,50,M,1432
22324,LimaSur,CAMIONETA RURAL,4,58,M,2968
22325,LimaEste,STATION WAGON,3,45,M,4093
22326,LimaModerna1,AUTOMOVIL,1,30,M,6701
22327,LimaModerna1,AUTOMOVIL,1,42,M,32663
22328,LimaSur,AUTOMOVIL,5,48,F,1023
22329,LimaSur,AUTOMOVIL,3,38,M,850
22330,LimaSur,AUTOMOVIL,2,58,M,2884
22331,LimaSur,AUTOMOVIL,4,55,M,1640
22332,LimaSur,AUTOMOVIL,3,50,M,1500
22333,LimaSur,AUTOMOVIL,1,45,M,1023
22334,LimaSur,AUTOMOVIL,3,40,M,2846
22335,LimaSur,AUTOMOVIL,2,44,M,6336
22336,LimaSur,AUTOMOVIL,4,45,M,9093
22337,LimaModerna2,AUTOMOVIL,1,28,M,6500
22338,LimaModerna2,AUTOMOVIL,2,55,F,9058
22339,LimaSur,AUTOMOVIL,5,41,F,3509
22340,LimaSur,AUTOMOVIL,2,61,M,1495
22341,LimaSur,AUTOMOVIL,3,28,M,1974
22342,LimaModerna1,AUTOMOVIL,1,29,M,14043
22343,LimaModerna1,AUTOMOVIL,3,27,M,3000
22344,LimaModerna1,AUTOMOVIL,1,33,F,15000
22345,Callao,AUTOMOVIL,1,28,M,1493
22346,LimaSur,CAMIONETA RURAL,1,30,M,3500
22347,LimaCentro,CAMIONETA PICK UP,1,37,M,930
22348,LimaSur,AUTOMOVIL,3,36,M,930
22349,LimaSur,AUTOMOVIL,5,40,M,7708
22350,LimaSur,AUTOMOVIL,2,40,M,1954
22351,LimaSur,AUTOMOVIL,3,28,F,1093
22352,LimaSur,AUTOMOVIL,1,29,M,3300
22353,LimaNorte,AUTOMOVIL,4,44,M,2440
22354,LimaNorte,AUTOMOVIL,3,73,M,1787
22355,LimaModerna1,CAMIONETA RURAL,2,48,F,9787
22356,LimaModerna1,CAMIONETA RURAL,1,73,M,2696
22357,LimaModerna1,CAMIONETA RURAL,6,66,F,16946
22358,LimaModerna1,CAMIONETA RURAL,2,43,M,46507
22359,LimaModerna1,CAMIONETA RURAL,3,61,M,19208
22360,LimaModerna1,CAMIONETA RURAL,2,60,M,17933
22361,LimaEste,CAMIONETA PICK UP,1,51,M,2993
22362,LimaModerna1,CAMIONETA RURAL,2,33,M,67000
22363,LimaModerna1,CAMIONETA RURAL,1,44,M,12320
22364,LimaNorte,CAMIONETA RURAL,2,27,F,6400
22365,LimaNorte,CAMIONETA RURAL,4,37,M,1023
22366,LimaNorte,CAMIONETA RURAL,4,48,M,1250
22367,LimaModerna1,AUTOMOVIL,2,51,F,1395
22368,LimaModerna1,AUTOMOVIL,1,33,M,10969
22369,LimaCentro,AUTOMOVIL,2,32,F,4699
22370,LimaCentro,AUTOMOVIL,2,59,F,6718
22371,LimaCentro,AUTOMOVIL,3,61,M,5876
22372,LimaModerna1,AUTOMOVIL,2,69,M,9691
22373,LimaModerna1,CAMIONETA RURAL,3,36,F,1000
22374,LimaModerna1,CAMIONETA RURAL,3,35,M,11593
22375,LimaModerna1,CAMIONETA RURAL,3,43,M,10000
22376,LimaModerna1,AUTOMOVIL,2,42,M,33561
22377,LimaModerna1,AUTOMOVIL,7,36,M,982
22378,LimaSur,AUTOMOVIL,3,51,M,5329
22379,LimaModerna1,CAMIONETA RURAL,2,50,M,2717
22380,LimaModerna1,CAMIONETA RURAL,2,40,M,8500
22381,LimaModerna1,CAMIONETA RURAL,1,28,M,6275
22382,LimaModerna1,CAMIONETA RURAL,5,52,F,30000
22383,LimaModerna1,CAMIONETA RURAL,1,57,F,1604
22384,LimaModerna1,CAMIONETA RURAL,1,58,M,7000
22385,LimaModerna1,CAMIONETA RURAL,5,45,M,4423
22386,LimaModerna1,CAMIONETA RURAL,5,45,M,4423
22387,LimaModerna1,CAMIONETA RURAL,1,38,M,4476
22388,LimaSur,AUTOMOVIL,3,45,M,1593
22389,LimaSur,AUTOMOVIL,3,51,M,1000
22390,LimaEste,AUTOMOVIL,4,41,M,3502
22391,LimaEste,AUTOMOVIL,5,44,M,7381
22392,LimaEste,AUTOMOVIL,2,28,M,4599
22393,LimaEste,AUTOMOVIL,4,45,M,10951
22394,Callao,CAMIONETA RURAL,2,32,M,5993
22395,Callao,CAMIONETA RURAL,5,44,M,14105
22396,Callao,CAMIONETA RURAL,5,37,F,930
22397,LimaModerna1,AUTOMOVIL,3,32,F,8023
22398,LimaModerna1,AUTOMOVIL,3,51,M,6914
22399,LimaSur,AUTOMOVIL,2,32,M,5014
22400,Callao,CAMIONETA RURAL,1,26,M,5098
22401,Callao,CAMIONETA RURAL,5,43,M,29622
22402,Callao,CAMIONETA RURAL,4,38,F,24363
22403,LimaModerna1,CAMIONETA RURAL,2,51,M,6500
22404,LimaModerna1,CAMIONETA RURAL,1,22,F,1800
22405,LimaEste,AUTOMOVIL,3,41,M,4695
22406,LimaEste,AUTOMOVIL,5,31,M,5681
22407,LimaModerna1,AUTOMOVIL,4,39,M,1800
22408,LimaModerna1,AUTOMOVIL,1,27,F,6000
22409,LimaModerna1,AUTOMOVIL,1,42,F,1371
22410,LimaModerna1,AUTOMOVIL,3,60,F,12500
22411,LimaCentro,AUTOMOVIL,3,31,M,6741
22412,LimaModerna1,AUTOMOVIL,1,27,F,2042
22413,LimaModerna1,AUTOMOVIL,3,34,M,1023
22414,LimaModerna1,AUTOMOVIL,3,51,M,1023
22415,LimaModerna1,AUTOMOVIL,6,48,F,6767
22416,LimaSur,AUTOMOVIL,3,47,M,3593
22417,LimaSur,AUTOMOVIL,3,38,M,63155
22418,LimaEste,AUTOMOVIL,1,57,F,3687
22419,LimaModerna1,CAMIONETA RURAL,5,64,M,3190
22420,LimaModerna1,CAMIONETA RURAL,2,48,M,930
22421,LimaModerna1,AUTOMOVIL,4,33,F,18933
22422,LimaModerna1,AUTOMOVIL,3,54,M,930
22423,LimaEste,CAMIONETA RURAL,3,49,M,8500
22424,LimaEste,STATION WAGON,2,71,M,8639
22425,LimaEste,STATION WAGON,2,71,M,8639
22426,LimaEste,AUTOMOVIL,3,45,M,2080
22427,LimaEste,AUTOMOVIL,4,45,M,5348
22428,LimaModerna1,CAMIONETA RURAL,4,60,M,4448
22429,LimaModerna1,CAMIONETA RURAL,3,50,M,38093
22430,LimaModerna1,CAMIONETA RURAL,3,39,F,1023
22431,LimaModerna1,CAMIONETA RURAL,3,43,M,1600
22432,LimaModerna1,CAMIONETA RURAL,2,47,M,12556
22433,LimaModerna1,CAMIONETA RURAL,1,39,F,10993
22434,LimaModerna1,CAMIONETA RURAL,1,35,M,15000
22435,LimaModerna1,CAMIONETA RURAL,2,38,M,4849
22436,LimaModerna1,CAMIONETA RURAL,2,43,F,15093
22437,LimaModerna1,CAMIONETA RURAL,1,42,M,11300
22438,LimaModerna1,CAMIONETA RURAL,1,28,F,4651
22439,LimaModerna1,CAMIONETA RURAL,1,47,M,1333
22440,Callao,AUTOMOVIL,2,29,F,4400
22441,Callao,AUTOMOVIL,1,44,M,775
22442,LimaModerna1,CAMIONETA RURAL,1,52,M,6593
22443,LimaModerna1,CAMIONETA RURAL,2,53,M,1593
22444,LimaModerna2,AUTOMOVIL,2,25,M,4751
22445,LimaModerna2,AUTOMOVIL,3,48,F,5247
22446,LimaCentro,AUTOMOVIL,4,46,M,2278
22447,LimaModerna2,CAMIONETA RURAL,4,39,M,14893
22448,LimaModerna2,CAMIONETA RURAL,3,55,F,1687
22449,LimaSur,CAMIONETA RURAL,4,28,M,2997
22450,LimaSur,CAMIONETA RURAL,2,28,M,3593
22451,LimaEste,STATION WAGON,4,53,M,2470
22452,LimaModerna1,AUTOMOVIL,2,41,M,9000
22453,LimaModerna1,AUTOMOVIL,4,35,M,7706
22454,LimaModerna1,CAMIONETA RURAL,2,32,F,17793
22455,LimaModerna1,CAMIONETA RURAL,5,41,F,15984
22456,LimaModerna1,CAMIONETA RURAL,3,69,M,2189
22457,LimaSur,AUTOMOVIL,1,30,M,4715
22458,LimaSur,AUTOMOVIL,3,45,M,3093
22459,LimaSur,AUTOMOVIL,1,34,M,1606
22460,LimaSur,AUTOMOVIL,2,62,M,930
22461,LimaSur,AUTOMOVIL,5,46,M,2731
22462,LimaSur,AUTOMOVIL,5,46,M,2731
22463,LimaModerna2,AUTOMOVIL,1,67,M,5310
22464,LimaModerna2,AUTOMOVIL,3,39,F,6563
22465,LimaSur,AUTOMOVIL,6,31,M,4506
22466,LimaSur,AUTOMOVIL,2,43,M,930
22467,LimaSur,AUTOMOVIL,3,49,M,5424
22468,LimaSur,AUTOMOVIL,2,54,M,2143
22469,LimaSur,AUTOMOVIL,2,53,M,1200
22470,LimaModerna1,AUTOMOVIL,4,68,M,4824
22471,LimaModerna1,AUTOMOVIL,3,40,M,18315
22472,LimaModerna1,AUTOMOVIL,3,40,M,18315
22473,LimaModerna1,AUTOMOVIL,3,70,M,877
22474,LimaModerna1,AUTOMOVIL,4,38,M,21832
22475,LimaModerna1,AUTOMOVIL,4,37,M,10120
22476,Callao,AUTOMOVIL,4,36,M,8093
22477,Callao,AUTOMOVIL,3,34,M,2193
22478,LimaSur,CAMIONETA RURAL,1,29,M,2492
22479,LimaSur,AUTOMOVIL,3,47,M,1023
22480,LimaSur,AUTOMOVIL,2,38,M,1666
22481,LimaNorte,AUTOMOVIL,2,42,M,2885
22482,LimaNorte,AUTOMOVIL,2,32,M,11025
22483,Callao,AUTOMOVIL,2,65,F,2340
22484,LimaModerna1,CAMIONETA RURAL,2,36,M,7936
22485,LimaModerna1,CAMIONETA RURAL,2,38,F,7608
22486,LimaModerna1,CAMIONETA RURAL,1,32,F,15972
22487,LimaModerna1,CAMIONETA RURAL,2,30,F,10500
22488,LimaModerna1,AUTOMOVIL,5,72,M,3885
22489,LimaModerna1,AUTOMOVIL,1,69,M,15465
22490,LimaModerna1,AUTOMOVIL,1,61,M,15005
22491,LimaModerna1,AUTOMOVIL,1,61,M,15005
22492,LimaCentro,AUTOMOVIL,1,49,M,54067
22493,LimaCentro,AUTOMOVIL,3,54,M,3806
22494,LimaModerna1,CAMIONETA RURAL,3,31,F,1662
22495,LimaModerna1,CAMIONETA RURAL,3,35,M,11593
22496,LimaModerna1,CAMIONETA RURAL,3,24,F,2000
22497,LimaModerna1,CAMIONETA RURAL,5,39,F,31189
22498,LimaModerna1,CAMIONETA RURAL,4,58,M,8778
22499,LimaModerna1,CAMIONETA RURAL,4,40,F,92142
22500,LimaModerna1,CAMIONETA RURAL,2,62,M,930
22501,LimaSur,AUTOMOVIL,2,51,M,5657
22502,LimaModerna1,CAMIONETA RURAL,1,46,M,14079
22503,LimaModerna1,CAMIONETA RURAL,1,34,M,7200
22504,LimaModerna1,CAMIONETA RURAL,4,50,F,17000
22505,LimaEste,AUTOMOVIL,2,65,M,930
22506,LimaEste,AUTOMOVIL,6,35,F,8163
22507,LimaEste,CAMIONETA PICK UP,3,50,M,2005
22508,LimaEste,CAMIONETA PICK UP,1,49,M,1866
22509,LimaEste,CAMIONETA RURAL,3,68,M,1040
22510,LimaModerna1,AUTOMOVIL,4,38,F,7718
22511,LimaModerna1,AUTOMOVIL,2,68,M,930
22512,LimaModerna1,AUTOMOVIL,1,28,M,12650
22513,LimaModerna1,AUTOMOVIL,1,28,M,12650
22514,LimaSur,CAMIONETA RURAL,2,45,M,4935
22515,LimaSur,CAMIONETA RURAL,5,52,M,10103
22516,Callao,CAMIONETA RURAL,3,40,M,14255
22517,LimaModerna1,AUTOMOVIL,2,55,F,9972
22518,LimaModerna1,CAMIONETA RURAL,5,35,F,20500
22519,LimaModerna1,CAMIONETA RURAL,2,65,M,6900
22520,LimaModerna1,CAMIONETA RURAL,3,48,M,7697
22521,LimaEste,AUTOMOVIL,3,48,M,2393
22522,LimaModerna1,AUTOMOVIL,2,34,F,15755
22523,LimaCentro,AUTOMOVIL,2,31,M,3000
22524,LimaCentro,AUTOMOVIL,2,38,M,7505
22525,LimaModerna1,AUTOMOVIL,1,29,M,10000
22526,LimaModerna1,AUTOMOVIL,3,46,M,3593
22527,LimaModerna1,AUTOMOVIL,2,24,M,1900
22528,LimaModerna1,AUTOMOVIL,5,45,F,2200
22529,LimaModerna1,AUTOMOVIL,1,29,M,2786
22530,LimaEste,AUTOMOVIL,2,37,F,930
22531,LimaEste,AUTOMOVIL,2,34,F,5800
22532,LimaEste,AUTOMOVIL,3,43,M,3093
22533,LimaEste,AUTOMOVIL,3,45,M,3718
22534,LimaEste,AUTOMOVIL,1,29,M,2758
22535,LimaModerna1,CAMIONETA RURAL,1,80,M,1848
22536,LimaModerna1,AUTOMOVIL,1,31,M,14773
22537,LimaModerna1,AUTOMOVIL,1,27,M,7500
22538,LimaCentro,AUTOMOVIL,3,42,M,7806
22539,LimaCentro,AUTOMOVIL,3,56,M,2048
22540,LimaCentro,AUTOMOVIL,2,61,M,6732
22541,LimaEste,CAMIONETA RURAL,2,45,F,4427
22542,LimaEste,STATION WAGON,5,32,M,4736
22543,LimaEste,AUTOMOVIL,3,58,F,930
22544,LimaModerna1,CAMIONETA RURAL,2,45,F,5475
22545,LimaModerna1,CAMIONETA RURAL,1,71,F,1360
22546,Callao,CAMIONETA PICK UP,2,56,M,2500
22547,LimaModerna1,CAMIONETA RURAL,2,62,M,12528
22548,LimaModerna1,CAMIONETA RURAL,5,69,M,3517
22549,LimaModerna1,CAMIONETA RURAL,2,68,F,4027
22550,LimaModerna1,CAMIONETA RURAL,3,35,M,8320
22551,LimaCentro,AUTOMOVIL,5,34,M,3654
22552,Callao,AUTOMOVIL,5,58,M,15784
22553,LimaModerna1,CAMIONETA RURAL,4,57,M,16945
22554,LimaModerna2,AUTOMOVIL,2,34,M,5650
22555,LimaModerna2,AUTOMOVIL,4,31,F,3999
22556,LimaCentro,AUTOMOVIL,3,37,F,2198
22557,LimaCentro,AUTOMOVIL,4,46,M,2278
22558,LimaCentro,AUTOMOVIL,3,38,F,2972
22559,LimaCentro,AUTOMOVIL,3,34,F,5528
22560,LimaModerna2,CAMIONETA RURAL,1,36,M,4643
22561,LimaModerna2,CAMIONETA RURAL,2,45,M,12004
22562,LimaSur,CAMIONETA RURAL,3,54,F,5582
22563,LimaSur,CAMIONETA RURAL,4,61,M,992
22564,LimaEste,STATION WAGON,2,28,M,2200
22565,LimaEste,STATION WAGON,2,79,M,1325
22566,LimaModerna1,AUTOMOVIL,3,66,M,1173
22567,LimaModerna1,AUTOMOVIL,5,28,M,2600
22568,LimaModerna1,AUTOMOVIL,4,55,M,5604
22569,LimaModerna1,CAMIONETA RURAL,4,47,M,22257
22570,LimaNorte,CAMIONETA PICK UP,2,35,M,1000
22571,LimaSur,AUTOMOVIL,3,23,M,2065
22572,LimaSur,AUTOMOVIL,3,32,M,4375
22573,LimaSur,AUTOMOVIL,3,52,M,9845
22574,LimaSur,AUTOMOVIL,1,47,M,6093
22575,LimaSur,AUTOMOVIL,2,68,M,2838
22576,LimaModerna2,AUTOMOVIL,5,31,M,8140
22577,LimaModerna2,AUTOMOVIL,3,53,M,2800
22578,LimaModerna2,AUTOMOVIL,3,53,M,2800
22579,LimaModerna2,AUTOMOVIL,4,47,M,7925
22580,LimaModerna2,AUTOMOVIL,4,62,M,15600
22581,LimaSur,AUTOMOVIL,1,38,F,930
22582,LimaSur,AUTOMOVIL,1,34,F,1023
